Date,Open,High,Low,close,Vol.
2013-03-01,5702.45,5971.2,5604.85,5682.55,2.88E+12
2013-02-01,6040.95,6052.95,5671.9,5693.05,3.08E+12
2013-01-01,5937.65,6111.8,5935.2,6034.75,3.08E+12
2012-12-01,5878.25,5965.15,5823.15,5905.1,2.41E+12
2012-11-01,5609.85,5885.25,5548.35,5879.85,2.30E+12
2012-10-01,5704.75,5815.35,4888.2,5619.7,2.77E+12
2012-09-01,5276.5,5735.15,5215.7,5703.3,3.36E+12
2012-08-01,5220.7,5448.6,5164.65,5258.5,2.75E+12
2012-07-01,5283.85,5348.55,5032.4,5229,2.67E+12
2012-06-01,4910.85,5286.25,4770.35,5278.9,3.04E+12
2012-05-01,5254.3,5279.6,4788.95,4924.25,3.23E+12
2012-04-01,5296.35,5378.75,5154.3,5248.15,2.74E+12
2012-03-01,5366,5499.4,5135.95,5295.55,4.16E+12
2012-02-01,5198.15,5629.95,5159,5385.2,5.04E+12
2012-01-01,4640.2,5217,4588.05,5199.25,4.15E+12
2011-12-01,4970.85,5099.25,4531.15,4624.3,3.43E+12
2011-11-01,5278.6,5326.45,4639.1,4832.05,3.30E+12
2011-10-01,4874.4,5399.7,4728.3,5326.6,2.96E+12
2011-09-01,5109.8,5169.25,4758.85,4943.25,3.49E+12
2011-08-01,5527.5,5551.9,4720,5001,3.10E+12
2011-07-01,5705.75,5740.4,5453.95,5482,2.32E+12
2011-06-01,5561.05,5657.9,5195.9,5647.4,2.36E+12
2011-05-01,5766.9,5775.25,5328.7,5560.15,2.39E+12
2011-04-01,5835,5944.45,5693.25,5749.5,2.16E+12
2011-03-01,5382,5872,5348.2,5833.75,3.22E+12
2011-02-01,5537.3,5599.25,5177.7,5333.25,3.73E+12
2011-01-01,6177.45,6181.05,5416.65,5505.9,3.07E+12
2010-12-01,5871,6147.3,5721.15,6134.5,2.99E+12
2010-11-01,6092.3,6338.5,5690.35,5862.7,3.30E+12
2010-10-01,6030.3,6284.1,5937.1,6017.7,2.91E+12
2010-09-01,5403.05,6073.5,5403.05,6029.95,3.61E+12
2010-08-01,5369.55,5549.8,5348.9,5402.4,3.21E+12
2010-07-01,5312.05,5477.5,5225.6,5367.6,3.34E+12
2010-06-01,5086.25,5366.75,4961.05,5312.5,4.04E+12
2010-05-01,5278.4,5278.7,4786.45,5086.3,3.92E+12
2010-04-01,5249.2,5399.65,5160.9,5278,3.15E+12
2010-03-01,4935.6,5329.55,4935.35,5249.1,3.42E+12
2010-02-01,4882.05,4992,4675.4,4922.3,3.56E+12
