,1. open,2. high,3. low,4. close,5. volume
2021-03-31,1.5300,2.2400,1.5000,1.5600,43622754840
2021-02-26,1.1500,1.6200,1.1200,1.5400,16867233150
2021-01-29,1.1700,1.2800,1.1400,1.1500,8514486260
2020-12-31,1.2100,1.2300,1.1500,1.1700,4875561640
2020-11-30,1.1400,1.2800,1.1300,1.2100,7624850730
2020-10-30,1.1500,1.1900,1.1400,1.1400,2308145850
2020-09-30,1.1600,1.3100,1.1400,1.1500,6875137640
2020-08-31,1.1700,1.2200,1.1500,1.1600,6788918200
2020-07-31,1.0800,1.2800,1.0700,1.1700,12399073860
2020-06-30,1.1000,1.1800,1.0600,1.0800,5334141200
2020-05-29,1.0800,1.1600,1.0500,1.1000,4785925690
2020-04-30,1.1500,1.1600,1.0400,1.0800,2975267040
2020-03-31,1.1700,1.2600,1.1200,1.1500,5140720460
2020-02-28,1.1300,1.2500,1.1000,1.1700,5745099030
2020-01-31,1.3200,1.3900,1.2400,1.2500,3079565290
2019-12-31,1.2800,1.3600,1.2600,1.3200,3625778600
2019-11-29,1.3600,1.3800,1.2100,1.2800,4198104420
2019-10-31,1.4600,1.5000,1.3600,1.3700,1898727370
2019-09-30,1.5000,1.5600,1.4600,1.4600,2876341770
2019-08-30,1.5700,1.6100,1.4600,1.5000,3170539160
2019-07-31,1.7100,1.7200,1.5700,1.5800,3425075680
2019-06-28,1.7400,1.8500,1.6700,1.6900,7995085220
2019-05-31,1.7000,1.8500,1.5500,1.7600,8712395550
2019-04-30,1.8400,1.9500,1.6600,1.7000,6690675010
2019-03-29,1.7700,2.1100,1.7400,1.8300,12505105510
2019-02-28,1.4800,1.8800,1.4700,1.7700,6651324130
2019-01-31,1.4800,1.5700,1.4600,1.4700,2619712900
2018-12-31,1.5500,1.6100,1.4500,1.4800,2717520230
2018-11-30,1.6100,1.7400,1.5000,1.5300,5106746190
2018-10-31,1.6600,1.6900,1.4400,1.6200,5541351910
2018-09-28,1.5100,1.6600,1.4400,1.6600,2919485770
2018-08-31,1.6700,1.6900,1.5000,1.5100,3287510880
2018-07-31,1.5400,1.7600,1.4600,1.6700,4183553290
2018-06-29,1.6900,1.7300,1.4500,1.5500,4123634120
2018-05-31,2.0800,2.0800,1.6600,1.7100,2346169240
2018-04-30,2.1900,2.2200,2.0600,2.0800,486229930
2018-03-30,2.3500,2.3700,2.0800,2.1800,1386945030
2018-02-28,2.4800,2.5400,2.2200,2.3700,1261161780
2018-01-31,2.4600,2.5900,2.4200,2.4800,1515029990
2017-12-29,2.6000,2.6700,2.3900,2.4600,1451991070
2017-11-30,2.6100,2.7300,2.4700,2.6000,1739623180
2017-10-31,2.7000,2.7400,2.4800,2.6000,1214653300
2017-09-29,2.7900,3.0200,2.6500,2.7000,3284044370
2017-08-31,2.8900,3.1700,2.6100,2.7900,7464200360
2017-07-31,2.1900,2.8100,2.1900,2.8100,5563096870
2017-06-30,2.1700,2.2200,2.1100,2.1900,1290343420
2017-05-31,3.0200,3.0300,2.1600,2.1900,1002194910
2017-04-28,3.0300,3.3200,2.9400,3.0200,2018608360
2017-03-31,3.1100,3.1600,2.9900,3.0300,1603153660
2017-02-28,2.9400,3.3000,2.8800,3.1100,2755195600
2017-01-31,2.7900,2.9500,2.7900,2.9400,1272320850
2016-12-30,2.9800,3.1000,2.7700,2.7900,1880769110
2016-11-30,2.8200,3.0700,2.7800,2.9800,3300920640
2016-10-31,2.7800,2.8700,2.7700,2.8100,784537630
2016-09-30,2.9200,2.9300,2.7400,2.7800,1110794600
2016-08-31,2.8200,2.9900,2.7800,2.9200,1340709610
2016-07-29,2.8600,3.0700,2.8200,2.8200,2174092110
2016-06-30,3.0500,3.0500,2.7500,2.8600,1282358830
2016-05-31,3.0400,3.1100,2.7500,3.0500,1888529610
2016-04-29,2.9500,3.4300,2.9400,3.0400,3004274540
2016-03-31,2.7800,3.2500,2.7300,2.9600,2413132040
2016-02-29,2.9200,3.1800,2.6600,2.7500,1555081790
2016-01-29,3.6100,3.6600,2.6600,2.9600,2309593640
2015-12-31,3.7900,3.9000,3.5400,3.6100,1802244510
2015-11-30,3.9000,4.5500,3.6300,3.7500,3801410600
2015-10-30,3.5500,4.2800,3.5500,3.9400,3159464170
2015-09-30,3.7900,4.4200,3.4000,3.5500,3082399740
2015-08-31,4.2900,5.1500,3.1600,3.9600,5690069910
2015-07-31,5.1200,5.8500,3.9200,4.3800,12072294400
2015-06-30,6.3900,7.3400,4.3300,5.1900,13376716760
2015-05-29,6.7700,7.4400,5.7800,6.3500,13390469570
2015-04-30,5.8900,7.5000,5.8200,6.7700,14893720540
2015-03-31,5.2000,6.6700,4.8800,5.9200,10644575400
2015-02-27,4.8900,5.5500,4.5900,5.1400,5532625530
2015-01-30,4.0800,5.2400,3.8400,5.0000,9405309460
2014-12-31,3.1400,4.8300,3.1300,4.0800,17129057540
2014-11-28,2.8200,3.2500,2.6800,3.1600,9364595400
2014-10-31,2.7900,2.9500,2.5200,2.8100,5592973170
2014-09-30,4.7700,5.8500,2.7500,2.7900,4466297480
2014-08-29,3.9700,5.3400,3.9600,4.8000,5431550260
2014-07-31,3.6200,4.0500,3.5000,3.9800,1775839160
2014-06-30,3.7000,3.7400,3.4000,3.6200,786399540
2014-05-30,3.6500,4.0000,3.6100,3.7000,1102367
2014-04-30,4.0200,4.1300,3.6000,3.6500,778685
2014-03-31,4.3500,4.4000,3.9000,4.0200,969466
2014-02-28,3.9900,4.5400,3.9500,4.3700,1325778
2014-01-31,4.3100,5.3500,3.8800,3.9900,2043069
2013-12-31,3.9200,4.3100,3.9200,4.3100,16771
2013-11-29,3.9200,3.9200,3.9200,3.9200,0
2013-10-31,3.9300,4.1800,3.7600,3.9200,714917
2013-09-30,3.9000,4.3500,3.8600,3.9300,920459
2013-08-30,3.8800,4.4700,3.8400,3.9000,878028
2013-07-31,4.0800,4.3500,3.7500,3.8400,1099679
2013-06-28,4.8100,4.8400,3.6700,4.1000,705622
2013-05-31,4.7100,5.0200,4.6600,4.8100,825866
2013-04-30,5.0000,5.3000,4.7000,4.7100,1078527
2013-03-29,5.0100,5.5200,4.6600,5.1200,1894695
2013-02-28,5.3600,5.3700,4.9000,5.0100,719295
2013-01-31,5.4000,5.7700,5.2300,5.3200,1539910
2012-12-31,4.8200,5.6500,4.3800,5.4000,1534748
2012-11-30,5.8400,5.9700,4.6300,4.8200,1193902
2012-10-31,5.1000,6.0200,4.9300,5.9000,1853272
2012-09-28,5.0900,5.4800,4.7800,5.1000,1102085
2012-08-31,4.9700,6.6700,4.9300,5.1100,2327468
2012-07-31,4.9100,5.3400,4.6200,5.0000,941891
2012-06-29,6.4000,6.5700,4.6400,4.8800,1160110
2012-05-31,6.0300,7.2100,6.0200,6.3300,2656130
2012-04-30,5.9500,6.7500,5.7800,6.0300,1640851
2012-03-30,5.2100,7.1500,4.9000,5.9500,3671264
2012-02-29,4.8500,5.4000,4.6300,5.2600,1344729
2012-01-31,4.1200,4.9900,4.0000,4.8700,963646
2011-12-30,4.4200,4.6600,3.5300,4.1200,852734
